date,close,volume
3/31/2009,11.78,4520800
3/30/2009,11.47,6661700
3/27/2009,11.9,7255700
3/26/2009,12.19,8203700
3/25/2009,11.32,6787000
3/24/2009,11.15,6230600
3/23/2009,10.82,3626100
3/20/2009,10.81,4993300
3/19/2009,10.99,4271900
3/18/2009,10.89,4386100
3/17/2009,11,4298200
3/16/2009,10.65,2960400
3/13/2009,10.5,4564600
3/12/2009,10.38,4665200
3/11/2009,10.29,3503300
3/10/2009,10.47,3707600
3/9/2009,10.33,7273900
3/6/2009,11.31,5433400
3/5/2009,11.62,6758200
3/4/2009,11.97,9602500
3/3/2009,11.67,11306200
3/2/2009,11.31,8895000
2/27/2009,10.28,8531800
2/26/2009,10.68,14845300
2/25/2009,11.26,15497400
2/24/2009,10.64,14219400
2/23/2009,9.9,10021800
2/20/2009,9.37,10957300
2/19/2009,8.8,8266500
2/18/2009,8.4,7915900
2/17/2009,8.41,10489100
2/16/2009,8.95,14088500
2/13/2009,8.32,8428500
2/12/2009,8.14,4587900
2/11/2009,8.21,8890500
2/10/2009,8.3,15929100
2/9/2009,8.03,9380200
2/6/2009,7.91,9096700
2/5/2009,7.71,11618300
2/4/2009,7.78,11044100
2/2/2009,7.07,3572300
1/23/2009,6.93,5275100
1/22/2009,7.23,4292900
1/21/2009,7.26,2759400
1/20/2009,7.34,6084000
1/19/2009,7.57,6546300
1/16/2009,7.57,7476700
1/15/2009,7.09,5004700
1/14/2009,7.2,6287600
1/13/2009,6.68,7028100
1/12/2009,7.07,7080400
1/9/2009,6.59,3833900
1/8/2009,6.55,3147600
1/7/2009,6.65,5087200
1/6/2009,6.59,7253000
1/5/2009,6.3,4564000
12/31/2008,5.98,3369000
12/30/2008,5.98,4069300
12/29/2008,5.98,2947900
12/26/2008,6.21,6213200
12/25/2008,6.33,7166800
12/24/2008,6.2,4735300
12/23/2008,6.12,3849100
12/22/2008,6.25,5545300
12/19/2008,6.2,11036100
12/18/2008,5.95,5020300
12/17/2008,5.91,8612000
12/16/2008,5.86,5541500
12/15/2008,5.53,2998300
12/12/2008,5.41,5948100
12/11/2008,5.77,5152300
12/10/2008,6.01,6585400
12/9/2008,6.1,3579300
12/8/2008,6.36,6197700
12/5/2008,6.06,4657500
12/4/2008,5.93,8002800
12/3/2008,5.94,8764500
12/2/2008,5.5,6496400
12/1/2008,5.33,4902300
11/28/2008,5.16,4582400
11/27/2008,4.9,5672100
11/26/2008,4.8,2807900
11/25/2008,4.8,6159300
11/24/2008,4.94,11877100
11/21/2008,5.34,6626900
11/20/2008,5.29,7091100
11/19/2008,5.44,7382300
11/18/2008,5.05,7775000
11/17/2008,5.37,8678800
11/14/2008,5.22,7170200
11/13/2008,4.82,6424400
11/12/2008,4.53,4626200
11/11/2008,4.29,5782500
11/10/2008,4.48,6946100
11/7/2008,4.1,4679400
11/6/2008,3.95,3211300
11/5/2008,3.95,4826200
11/4/2008,3.87,4486400
11/3/2008,3.68,1997000
10/31/2008,3.64,3675000
10/30/2008,3.52,4972100
10/29/2008,3.53,3752900
10/28/2008,3.64,2178800
10/27/2008,3.61,1142500
10/24/2008,3.87,1395600
10/23/2008,3.81,953600
10/22/2008,3.7,1413700
10/21/2008,3.84,1686300
10/20/2008,3.77,1237500
10/17/2008,3.65,1418200
10/16/2008,3.58,1154700
10/15/2008,3.83,1161500
10/14/2008,3.74,1595600
10/13/2008,3.88,1519000
10/10/2008,3.82,1556800
10/9/2008,4.16,806400
10/8/2008,4.22,1006900
10/7/2008,4.42,1825500
10/6/2008,4.32,1254300
9/26/2008,4.64,2044700
9/25/2008,4.62,2315800
9/24/2008,4.51,1145700
9/23/2008,4.42,2271900
9/22/2008,4.9,4178400
9/19/2008,4.76,2276000
9/18/2008,4.33,2160700
9/17/2008,4.48,3137800
9/16/2008,4.67,2076600
9/12/2008,4.8,1737800
9/11/2008,4.8,1546700
9/10/2008,5.02,869000
9/9/2008,5.03,905000
9/8/2008,4.96,911300
9/5/2008,5.3,940800
9/4/2008,5.64,818000
9/3/2008,5.63,1233900
9/2/2008,5.6,459000
9/1/2008,5.55,1215500
8/29/2008,5.69,1209600
8/28/2008,5.46,411000
8/27/2008,5.48,742100
8/26/2008,5.47,781900
8/25/2008,5.72,526200
8/22/2008,5.69,1213800
8/21/2008,5.76,1502300
8/20/2008,5.99,2296300
8/19/2008,5.49,1498500
8/18/2008,5.37,1625400
8/15/2008,5.92,1829000
8/14/2008,5.89,753200
8/13/2008,5.9,1241800
8/12/2008,5.98,2822500
8/11/2008,6.02,2355100
8/8/2008,6.56,1606900
8/7/2008,7.29,578800
8/6/2008,7.22,689000
8/5/2008,7.14,940500
8/4/2008,7.35,1147400
8/1/2008,7.69,1717500
7/31/2008,7.54,1874000
7/30/2008,7.97,2231500
7/29/2008,8.18,1658000
7/28/2008,8.37,3341400
7/25/2008,8.48,8978400
7/24/2008,8.46,5115600
7/23/2008,8.14,4954500
7/22/2008,8.02,4983300
7/21/2008,7.81,4475200
7/18/2008,7.68,5054000
7/17/2008,7.99,7505400
7/16/2008,7.68,2054100
7/15/2008,8.02,2352500
7/14/2008,8.31,1840600
7/11/2008,8.05,2048300
7/10/2008,8.09,2758100
7/9/2008,8.29,2842200
7/8/2008,8.04,3035700
7/7/2008,7.81,2602400
7/4/2008,7.3,1371400
7/3/2008,7.38,2040800
7/2/2008,7.11,1190800
7/1/2008,7.11,1807300
6/30/2008,7.65,3466200
6/27/2008,7.63,2940800
6/26/2008,7.88,2722800
6/25/2008,7.71,3122100
6/24/2008,7.22,1909800
6/23/2008,7.02,1511800
6/20/2008,7.21,2512700
6/19/2008,7.06,2651900
6/18/2008,7.72,3054700
6/17/2008,7.25,2019500
6/16/2008,7.59,1981100
6/13/2008,7.48,1941400
6/11/2008,8.31,1868000
6/10/2008,8.89,1649100
6/6/2008,9.88,2639300
6/5/2008,9.53,1413200
6/4/2008,9.45,1162400
6/3/2008,9.45,1355300
6/2/2008,9.71,1238900
5/30/2008,9.76,2646700
5/29/2008,9.56,2067300
5/28/2008,10.1,3057100
5/27/2008,9.62,1659300
5/26/2008,9.59,2306000
5/22/2008,9.81,3900600
5/21/2008,10.39,4844600
5/20/2008,10.2,3927000
5/19/2008,11.33,3206900
5/16/2008,11.33,5879200
5/15/2008,12.19,7550100
5/14/2008,12.2,8245700
5/13/2008,12.46,11876100
5/12/2008,11.73,7533000
5/9/2008,11.35,8433500
5/8/2008,11.2,6972700
5/7/2008,10.67,12168300
5/6/2008,11.07,15598800
5/5/2008,10.8,14575400
4/30/2008,9.82,9759300
4/29/2008,9.52,11055200
4/28/2008,9.87,5360100
4/25/2008,10.55,8470500
4/24/2008,9.79,8024700
4/23/2008,8.9,4692200
4/22/2008,8.1,2631100
4/21/2008,8.22,3229400
4/18/2008,8.42,1482700
4/17/2008,9,1721400
4/16/2008,9.41,1345800
4/15/2008,9.73,1920500
4/14/2008,9.55,2657500
4/11/2008,10.3,2721100
4/10/2008,9.87,3188700
4/9/2008,9.91,2048000
4/8/2008,10.84,2289000
4/7/2008,10.6,2221300
4/3/2008,9.95,1481800
4/2/2008,9.76,3227900
4/1/2008,10.52,3666400
3/31/2008,11.58,1413500
3/28/2008,12.5,2351500
3/27/2008,12.32,2341000
3/26/2008,13.69,3123800
3/25/2008,14.15,3958300
3/21/2008,13.8,4553600
3/20/2008,13.27,6087100
3/19/2008,13.19,6318300
3/18/2008,13.11,1447600
3/14/2008,15.94,1346000
3/13/2008,16.19,2370400
3/12/2008,16.41,2226100
3/11/2008,17.02,1848100
3/10/2008,17.19,3227400
3/7/2008,17.17,2103000
3/6/2008,16.96,2816000
3/5/2008,16.6,1984400
3/4/2008,17.03,2478700
3/3/2008,17.46,2473700
2/29/2008,16.74,1244200
2/28/2008,16.53,2167000
2/27/2008,16.2,1365400
2/26/2008,16.21,1664200
2/25/2008,16.1,4502500
2/22/2008,16.89,2234800
2/21/2008,17.3,1907600
2/20/2008,17.48,2206900
2/19/2008,17.92,3134800
2/18/2008,17.88,3134700
2/15/2008,17,1589500
2/14/2008,17.07,2361800
2/13/2008,16.86,1267600
2/5/2008,16.82,2755900
2/4/2008,17.04,5004000
2/1/2008,15.8,4158100
1/31/2008,16.57,3518700
1/30/2008,17.99,4548700
1/29/2008,17.33,2797500
1/28/2008,17.16,2329700
1/25/2008,19,4421500
1/24/2008,18.92,5005300
1/23/2008,18.2,4303300
1/22/2008,17.97,2874900
1/21/2008,19.97,3201000
1/18/2008,21.28,2767600
1/17/2008,21.73,4132300
